Visibility,Traits ID,Locality ID,Locality Name,Locality Description,Continent,Contributor,Latitude,Longitude,Elevation,Location Source,Lat Lng Km2,Political Region1,Political Region2,Political Region3,Total Ant Abundance,Total Ant Species Richness,Total Native Species Richness,Total Non Native Species Richness,Number Of Sampling Events,Start Date Day,Start Date Month,Start Date Year,End Date Day,End Date Month,End Date Year,Total Number Of Transects,Length,Width,Plot Transect Separation,Method,Method Description,Pitfall Number,Pitfall Surface Area,Pitfall Spacing,Pitfall Duration,Baits Number,Bait Stations Number,Baits Spacing,Baits Duration,Winkler Number,Winkler Spacing,Berlese Number,Berlese Spacing,Total Litter Sample Volume,Total Litter Sample Area,Habitat Type,Disturbance,Disturbance Type1,Disturbance Type2,Habitat Description,Notes,Genus,Species,Invasive To Political Region1,Morphospecies,Caste,N,Hind femur length (mm),Whole body length (mm),Diet,username,Date Of Upload,Batch,Batch Name
Public,Gibb_2011_traits_56,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,lemani,Native*,FALSE,Worker,1,0.72,2.63,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_57,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,lemani,Native*,FALSE,Worker,1,0.64,2.3,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_58,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,lemani,Native*,FALSE,Worker,1,0.72,2.63,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_59,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,lemani,Native*,FALSE,Worker,1,0.672,2.55,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_60,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,lemani,Native*,FALSE,Worker,1,0.656,2.3,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_61,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,lemani,Native*,FALSE,Worker,1,0.608,2.23,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_62,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,lemani,Native*,FALSE,Worker,1,0.64,2.4,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_63,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,lemani,Native*,FALSE,Worker,1,0.64,2.18,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_64,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,lemani,Native*,FALSE,Worker,1,0.672,2.2,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_65,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,lemani,Native*,FALSE,Worker,1,0.672,2.35,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_66,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,lemani,Native*,FALSE,Worker,1,0.864,3.24,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_67,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,lemani,Native*,FALSE,Worker,1,0.64,2.45,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_68,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,lemani,Native*,FALSE,Worker,1,0.72,2.53,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_69,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,lemani,Native*,FALSE,Worker,1,0.656,2.35,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_70,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,lemani,Native*,FALSE,Worker,1,0.672,2.35,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_71,NA,NA,NA,NA,NA,64.2854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,lemani,Native*,FALSE,Worker,1,0.688,2.53,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_72,NA,NA,NA,NA,NA,64.3479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,lobicornis,Native*,FALSE,Worker,1,0.48,2.03,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_73,NA,NA,NA,NA,NA,64.3479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,lobicornis,Native*,FALSE,Worker,1,0.528,2.2,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_74,NA,NA,NA,NA,NA,64.3479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,lobicornis,Native*,FALSE,Worker,1,0.544,2.13,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_75,NA,NA,NA,NA,NA,64.3479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,lobicornis,Native*,FALSE,Worker,1,0.544,2,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_76,NA,NA,NA,NA,NA,64.3479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,lobicornis,Native*,FALSE,Worker,1,0.528,2.05,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_77,NA,NA,NA,NA,NA,64.3479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,lobicornis,Native*,FALSE,Worker,1,0.528,2.2,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_78,NA,NA,NA,NA,NA,64.3479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,lobicornis,Native*,FALSE,Worker,1,0.496,2.1,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_79,NA,NA,NA,NA,NA,64.3479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,lobicornis,Native*,FALSE,Worker,1,0.496,2.13,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_80,NA,NA,NA,NA,NA,64.3479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,lobicornis,Native*,FALSE,Worker,1,0.496,2.15,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_81,NA,NA,NA,NA,NA,64.3479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,lobicornis,Native*,FALSE,Worker,1,0.48,2.03,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_82,NA,NA,NA,NA,NA,64.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,platythorax,Native*,FALSE,Worker,1,0.385802469,1.16,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_83,NA,NA,NA,NA,NA,64.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,platythorax,Native*,FALSE,Worker,1,0.401234568,1.37,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_84,NA,NA,NA,NA,NA,64.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,platythorax,Native*,FALSE,Worker,1,0.416666667,1.45,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_85,NA,NA,NA,NA,NA,64.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,platythorax,Native*,FALSE,Worker,1,0.408950617,1.35,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_86,NA,NA,NA,NA,NA,64.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,platythorax,Native*,FALSE,Worker,1,0.424382716,1.33,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_87,NA,NA,NA,NA,NA,64.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,platythorax,Native*,FALSE,Worker,1,0.447530864,1.64,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_88,NA,NA,NA,NA,NA,64.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,platythorax,Native*,FALSE,Worker,1,0.416666667,1.5,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_89,NA,NA,NA,NA,NA,64.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,platythorax,Native*,FALSE,Worker,1,0.408950617,1.56,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_90,NA,NA,NA,NA,NA,64.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,platythorax,Native*,FALSE,Worker,1,0.385802469,1.29,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_91,NA,NA,NA,NA,NA,64.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,platythorax,Native*,FALSE,Worker,1,0.385802469,1.31,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_92,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,ruginodis,Unknown,FALSE,Worker,1,0.64,2.4,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_93,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,ruginodis,Unknown,FALSE,Worker,1,0.624,2.4,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_94,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,ruginodis,Unknown,FALSE,Worker,1,0.56,2.25,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_95,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,ruginodis,Unknown,FALSE,Worker,1,0.56,2.48,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_96,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,ruginodis,Unknown,FALSE,Worker,1,0.576,2.33,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_97,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,ruginodis,Unknown,FALSE,Worker,1,0.56,2.18,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_98,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,ruginodis,Unknown,FALSE,Worker,1,0.592,2.33,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_99,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,ruginodis,Unknown,FALSE,Worker,1,0.576,2.38,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_100,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,ruginodis,Unknown,FALSE,Worker,1,0.624,2.13,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_101,NA,NA,NA,NA,NA,64.2813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,ruginodis,Unknown,FALSE,Worker,1,0.64,2.48,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_102,NA,NA,NA,NA,NA,64.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,sanguinea,Native*,FALSE,Worker,1,2.044444444,7.82,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_103,NA,NA,NA,NA,NA,64.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,sanguinea,Native*,FALSE,Worker,1,1.777777778,5.97,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_104,NA,NA,NA,NA,NA,64.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,sanguinea,Native*,FALSE,Worker,1,2.177777778,7.4,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_105,NA,NA,NA,NA,NA,64.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,sanguinea,Native*,FALSE,Worker,1,2,7.11,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_106,NA,NA,NA,NA,NA,64.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,sanguinea,Native*,FALSE,Worker,1,2.088888889,7.47,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_107,NA,NA,NA,NA,NA,64.3479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,sanguinea,Native*,FALSE,Worker,1,1.777777778,6.4,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_108,NA,NA,NA,NA,NA,64.3479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,sanguinea,Native*,FALSE,Worker,1,1.777777778,6.83,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_109,NA,NA,NA,NA,NA,64.3479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,sanguinea,Native*,FALSE,Worker,1,1.777777778,6.04,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_110,NA,NA,NA,NA,NA,64.3479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,sanguinea,Native*,FALSE,Worker,1,1.822222222,6.54,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_111,NA,NA,NA,NA,NA,64.3479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,sanguinea,Native*,FALSE,Worker,1,1.777777778,6.61,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_112,NA,NA,NA,NA,NA,64.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,sulcinodis,Native*,FALSE,Worker,1,0.672,2.55,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
Public,Gibb_2011_traits_113,NA,NA,NA,NA,NA,64.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,sulcinodis,Native*,FALSE,Worker,1,0.56,2.28,NA,bgrossman,2/22/2017,NA,Traits_1_February 2017
